State Name,Year,Month,Day of Week,Time of Day,Accident Severity,Number of Vehicles Involved,Vehicle Type Involved,Number of Casualties,Number of Fatalities,Weather Conditions,Road Type,Road Condition,Lighting Conditions,Traffic Control Presence,Speed Limit (km/h),Driver Age,Driver License Status,Alcohol Involvement,Accident Location Details
Jharkhand,2022,March,Friday,11:58,Minor,4,Cycle,11,5,Rainy,National Highway,Under Construction,Daylight,Signals,84,25,Expired,No,Curve
Sikkim,2019,September,Wednesday,12:57,Fatal,2,Car,4,3,Rainy,National Highway,Wet,Daylight,Signals,41,29,Expired,Yes,Intersection
Punjab,2022,September,Thursday,07:53,Fatal,2,Pedestrian,4,3,Rainy,National Highway,Wet,Daylight,Police Checkpost,37,29,None,Yes,Curve
West Bengal,2020,February,Tuesday,10:34,Fatal,2,Truck,11,1,Rainy,National Highway,Wet,Dawn,Police Checkpost,108,37,Expired,Yes,Bridge
West Bengal,2020,January,Saturday,03:34,Serious,2,Truck,7,3,Clear,Village Road,Under Construction,Dawn,Police Checkpost,48,53,Valid,Yes,Curve
Tripura,2019,August,Thursday,23:56,Minor,5,Truck,12,4,Foggy,National Highway,Dry,Dusk,Police Checkpost,73,35,Valid,No,Curve
Puducherry,2019,October,Wednesday,11:48,Minor,2,Two-Wheeler,7,5,Clear,State Highway,Dry,Daylight,Police Checkpost,60,55,Valid,No,Bridge
Sikkim,2019,November,Sunday,22:02,Fatal,1,Bus,7,3,Clear,Urban Road,Dry,Dusk,None,96,52,Valid,Yes,Bridge
Sikkim,2018,July,Friday,11:10,Serious,5,Auto-Rickshaw,12,5,Foggy,Village Road,Dry,Daylight,Signs,86,52,Valid,No,Bridge
Andhra Pradesh,2023,July,Sunday,16:34,Fatal,3,Truck,6,3,Clear,State Highway,Dry,Dark,Signals,40,39,Expired,Yes,Curve
Maharashtra,2023,July,Wednesday,02:05,Minor,3,Auto-Rickshaw,8,2,Rainy,State Highway,Wet,Dark,Police Checkpost,73,55,None,No,Curve
Andhra Pradesh,2018,December,Thursday,10:38,Fatal,1,Car,8,5,Rainy,State Highway,Damaged,Dark,Signals,88,34,Expired,Yes,Intersection
Meghalaya,2023,June,Wednesday,02:16,Minor,3,Car,13,0,Rainy,Urban Road,Wet,Daylight,Police Checkpost,106,28,Expired,No,Curve
Nagaland,2023,March,Monday,02:41,Fatal,1,Pedestrian,7,1,Clear,State Highway,Dry,Dark,Signs,74,25,Valid,Yes,Straight Road
Meghalaya,2023,March,Monday,07:38,Minor,4,Pedestrian,12,5,Clear,State Highway,Wet,Dark,Signs,83,41,Expired,No,Bridge
Nagaland,2020,August,Monday,18:16,Fatal,2,Bus,6,4,Clear,National Highway,Dry,Dawn,Signs,54,44,None,Yes,Straight Road
Manipur,2023,July,Friday,17:07,Minor,5,Auto-Rickshaw,8,0,Clear,Village Road,Wet,Dawn,Police Checkpost,33,22,None,No,Curve
Karnataka,2023,June,Friday,04:36,Fatal,4,Two-Wheeler,14,2,Clear,Urban Road,Damaged,Dusk,Signs,113,48,Expired,Yes,Intersection
Gujarat,2018,January,Saturday,23:43,Serious,4,Bus,14,4,Foggy,National Highway,Under Construction,Dawn,Signals,101,33,Valid,Yes,Straight Road
Gujarat,2019,March,Monday,02:41,Minor,1,Bus,9,1,Stormy,Village Road,Under Construction,Dusk,Police Checkpost,89,49,Expired,No,Straight Road
Arunachal Pradesh,2021,December,Wednesday,17:54,Minor,3,Pedestrian,11,5,Clear,Village Road,Under Construction,Dark,Signals,112,35,None,No,Straight Road
Uttar Pradesh,2020,October,Saturday,12:34,Serious,2,Two-Wheeler,7,2,Clear,Village Road,Under Construction,Dawn,None,49,57,None,No,Intersection
Meghalaya,2023,May,Monday,11:33,Minor,5,Two-Wheeler,7,5,Rainy,Urban Road,Under Construction,Dusk,Signals,30,28,Valid,No,Intersection
Manipur,2022,January,Wednesday,17:30,Serious,5,Auto-Rickshaw,8,5,Clear,National Highway,Damaged,Dark,Police Checkpost,48,57,None,Yes,Curve
Andhra Pradesh,2021,November,Saturday,04:53,Fatal,5,Two-Wheeler,8,5,Rainy,Urban Road,Wet,Dawn,Police Checkpost,33,45,Valid,Yes,Curve
Himachal Pradesh,2022,March,Saturday,13:16,Fatal,2,Car,5,5,Clear,National Highway,Wet,Dusk,None,32,34,Expired,Yes,Curve
Punjab,2019,February,Friday,01:39,Fatal,4,Two-Wheeler,15,4,Rainy,State Highway,Dry,Dusk,Police Checkpost,112,41,Expired,Yes,Straight Road
Uttar Pradesh,2019,February,Monday,21:20,Fatal,5,Pedestrian,12,4,Clear,Village Road,Damaged,Dusk,Police Checkpost,65,42,Expired,Yes,Intersection
Tamil Nadu,2022,June,Friday,01:59,Serious,2,Two-Wheeler,6,3,Clear,State Highway,Under Construction,Dawn,Police Checkpost,49,33,None,No,Curve
Rajasthan,2023,July,Friday,11:38,Fatal,3,Car,5,4,Clear,State Highway,Dry,Dark,Signals,32,44,Expired,Yes,Straight Road
Assam,2023,October,Monday,10:13,Minor,1,Cycle,7,1,Rainy,State Highway,Wet,Dusk,Signs,57,50,Valid,No,Straight Road
Karnataka,2022,January,Tuesday,02:08,Minor,1,Auto-Rickshaw,3,4,Stormy,National Highway,Wet,Dawn,Signs,47,23,Expired,No,Bridge
Tamil Nadu,2019,November,Tuesday,16:20,Serious,1,Bus,10,2,Foggy,Village Road,Under Construction,Dawn,None,94,26,Valid,Yes,Straight Road
Madhya Pradesh,2023,September,Thursday,18:08,Fatal,1,Auto-Rickshaw,11,0,Rainy,National Highway,Under Construction,Dawn,Police Checkpost,115,61,Expired,Yes,Bridge
Punjab,2018,September,Monday,02:12,Serious,5,Two-Wheeler,11,5,Rainy,National Highway,Under Construction,Dark,None,64,35,Valid,Yes,Curve
Uttar Pradesh,2019,February,Monday,11:49,Serious,1,Cycle,10,0,Rainy,National Highway,Under Construction,Dusk,Signs,105,45,Valid,No,Intersection
Puducherry,2022,August,Wednesday,21:37,Minor,3,Pedestrian,12,1,Rainy,Village Road,Dry,Daylight,Police Checkpost,105,55,Expired,No,Straight Road
Rajasthan,2022,February,Friday,21:55,Minor,3,Truck,7,4,Clear,Village Road,Wet,Dusk,Signals,39,29,Expired,No,Curve
Jammu and Kashmir,2022,April,Friday,03:43,Minor,1,Two-Wheeler,10,3,Clear,National Highway,Under Construction,Dark,Police Checkpost,87,17,None,No,Intersection
Tripura,2023,July,Thursday,07:25,Minor,2,Pedestrian,10,1,Clear,National Highway,Damaged,Daylight,Signs,95,31,Expired,No,Straight Road
Madhya Pradesh,2019,December,Thursday,16:58,Serious,3,Truck,6,3,Clear,Village Road,Under Construction,Dusk,Signals,41,41,Expired,No,Bridge
Odisha,2020,October,Friday,13:19,Fatal,2,Bus,9,4,Rainy,National Highway,Dry,Dawn,Signs,89,41,None,Yes,Intersection
Rajasthan,2018,May,Monday,14:18,Fatal,4,Bus,10,4,Clear,National Highway,Wet,Daylight,Police Checkpost,77,29,None,Yes,Curve
Gujarat,2019,November,Sunday,22:06,Minor,4,Cycle,13,0,Clear,Urban Road,Damaged,Daylight,Signs,85,24,None,No,Straight Road
Maharashtra,2019,July,Tuesday,12:22,Minor,2,Bus,12,5,Clear,State Highway,Dry,Daylight,Signs,111,47,Expired,No,Bridge
Gujarat,2020,May,Wednesday,07:10,Serious,5,Bus,12,5,Clear,Urban Road,Damaged,Daylight,None,86,36,None,No,Straight Road
Bihar,2018,November,Tuesday,00:39,Minor,4,Auto-Rickshaw,10,0,Clear,Village Road,Damaged,Dusk,Signs,82,62,None,No,Intersection
Delhi,2022,December,Friday,10:59,Serious,2,Two-Wheeler,8,0,Clear,State Highway,Wet,Dark,Signals,43,28,Expired,Yes,Curve
Manipur,2019,February,Sunday,11:27,Fatal,3,Cycle,12,0,Rainy,Village Road,Under Construction,Daylight,Signs,108,51,Expired,Yes,Curve
Jammu and Kashmir,2020,April,Friday,06:31,Minor,1,Bus,8,0,Rainy,National Highway,Damaged,Dusk,Signals,70,43,Valid,No,Intersection
Madhya Pradesh,2019,November,Friday,01:19,Minor,1,Cycle,7,3,Rainy,Village Road,Under Construction,Dark,Signals,64,22,None,No,Bridge
West Bengal,2023,July,Wednesday,17:55,Serious,4,Cycle,13,1,Clear,Urban Road,Wet,Dusk,Signals,86,35,Expired,Yes,Curve
Meghalaya,2022,January,Monday,23:55,Minor,4,Truck,11,2,Clear,National Highway,Wet,Daylight,Police Checkpost,57,54,Expired,No,Straight Road
Manipur,2019,March,Friday,04:19,Fatal,3,Cycle,8,5,Foggy,Village Road,Dry,Daylight,Signals,49,44,Valid,Yes,Bridge
Arunachal Pradesh,2021,October,Wednesday,01:28,Minor,1,Bus,7,3,Clear,State Highway,Dry,Dusk,Signals,78,27,None,No,Bridge
Tripura,2023,March,Tuesday,02:43,Minor,1,Truck,8,5,Stormy,National Highway,Dry,Daylight,Signals,71,19,Expired,No,Bridge
Maharashtra,2023,October,Wednesday,01:52,Fatal,1,Two-Wheeler,8,5,Clear,Village Road,Wet,Dark,Signals,75,26,None,Yes,Intersection
Mizoram,2021,May,Sunday,16:54,Fatal,3,Auto-Rickshaw,8,4,Rainy,Village Road,Wet,Daylight,None,80,45,Expired,Yes,Intersection
Arunachal Pradesh,2019,October,Wednesday,11:26,Serious,2,Bus,9,1,Clear,Urban Road,Wet,Dark,None,65,38,None,Yes,Straight Road
Gujarat,2019,March,Sunday,03:22,Minor,1,Two-Wheeler,3,2,Clear,Urban Road,Dry,Dusk,None,38,36,Valid,No,Straight Road
Assam,2022,October,Friday,04:39,Fatal,4,Cycle,11,3,Clear,Village Road,Dry,Dawn,Signs,80,51,Expired,Yes,Straight Road
Manipur,2021,September,Monday,15:01,Fatal,2,Auto-Rickshaw,6,2,Clear,Urban Road,Under Construction,Daylight,Signals,60,21,Valid,Yes,Bridge
Mizoram,2023,July,Tuesday,07:52,Fatal,2,Auto-Rickshaw,10,1,Clear,Village Road,Wet,Dawn,Signals,103,20,None,Yes,Straight Road
Sikkim,2020,February,Monday,20:27,Minor,2,Truck,8,0,Foggy,State Highway,Dry,Dawn,Signals,54,26,Valid,No,Straight Road
Bihar,2019,September,Monday,03:23,Fatal,5,Bus,8,1,Clear,Urban Road,Damaged,Dawn,Signals,48,44,Valid,Yes,Intersection
Sikkim,2018,November,Wednesday,21:33,Fatal,2,Bus,10,0,Clear,Village Road,Under Construction,Dark,Signs,93,62,Valid,Yes,Curve
Karnataka,2023,March,Thursday,01:20,Serious,1,Bus,6,3,Clear,National Highway,Dry,Dawn,Police Checkpost,62,36,None,Yes,Intersection
Sikkim,2020,January,Monday,02:56,Minor,2,Pedestrian,8,4,Clear,National Highway,Dry,Dusk,Police Checkpost,63,45,Valid,No,Intersection
Kerala,2022,July,Sunday,09:27,Serious,3,Cycle,12,1,Clear,Urban Road,Wet,Dusk,Signs,96,43,Valid,Yes,Bridge
West Bengal,2021,November,Saturday,21:54,Fatal,5,Truck,11,1,Clear,National Highway,Damaged,Dusk,Signs,59,46,None,Yes,Straight Road
Nagaland,2023,October,Thursday,01:25,Fatal,3,Bus,5,1,Clear,Village Road,Dry,Dawn,Police Checkpost,40,40,None,Yes,Intersection
Chhattisgarh,2018,February,Wednesday,18:23,Minor,5,Cycle,11,5,Stormy,National Highway,Wet,Dusk,None,30,38,None,No,Curve
Jammu and Kashmir,2023,September,Thursday,21:45,Minor,3,Auto-Rickshaw,8,3,Snowy,Village Road,Wet,Dawn,None,51,36,Valid,No,Straight Road
Kerala,2019,May,Sunday,22:18,Serious,1,Pedestrian,5,2,Foggy,National Highway,Under Construction,Dark,Signs,60,55,Valid,Yes,Bridge
Gujarat,2021,January,Friday,07:24,Serious,2,Auto-Rickshaw,10,5,Rainy,State Highway,Wet,Dusk,Signs,94,22,Expired,Yes,Curve
Goa,2018,September,Tuesday,23:14,Minor,2,Truck,7,4,Rainy,Urban Road,Under Construction,Daylight,Signs,59,33,None,No,Bridge
Gujarat,2023,September,Monday,17:41,Fatal,1,Auto-Rickshaw,7,5,Clear,National Highway,Damaged,Dusk,None,99,23,Valid,Yes,Curve
Bihar,2022,September,Tuesday,23:09,Fatal,1,Pedestrian,6,4,Clear,State Highway,Under Construction,Dark,Police Checkpost,57,53,Valid,Yes,Curve
Telangana,2020,October,Tuesday,08:45,Minor,5,Car,16,4,Foggy,Urban Road,Damaged,Dark,Signs,117,36,None,No,Bridge
Rajasthan,2019,January,Tuesday,08:08,Fatal,5,Pedestrian,9,3,Clear,Urban Road,Dry,Daylight,Police Checkpost,35,32,Valid,Yes,Intersection
Odisha,2020,September,Thursday,07:42,Serious,2,Auto-Rickshaw,5,2,Clear,State Highway,Dry,Daylight,None,39,21,None,Yes,Bridge
Jammu and Kashmir,2019,October,Thursday,19:16,Minor,2,Pedestrian,5,5,Clear,National Highway,Wet,Dawn,Police Checkpost,35,26,Expired,No,Bridge
Rajasthan,2020,December,Monday,01:15,Minor,5,Two-Wheeler,11,4,Clear,State Highway,Under Construction,Dusk,Signs,74,46,Expired,No,Curve
Mizoram,2019,January,Tuesday,11:19,Minor,1,Truck,10,1,Stormy,Urban Road,Wet,Daylight,None,99,46,None,No,Curve
Uttar Pradesh,2022,February,Sunday,23:41,Fatal,4,Truck,7,4,Clear,Village Road,Damaged,Dawn,Police Checkpost,35,35,Expired,Yes,Curve
Tamil Nadu,2020,September,Wednesday,23:49,Serious,3,Car,8,1,Rainy,National Highway,Under Construction,Daylight,Signs,47,34,None,Yes,Curve
Tamil Nadu,2020,July,Thursday,16:30,Minor,3,Auto-Rickshaw,14,1,Clear,State Highway,Dry,Dark,Signs,119,51,Valid,No,Bridge
Tamil Nadu,2021,February,Friday,14:19,Minor,5,Bus,15,2,Rainy,State Highway,Wet,Daylight,Signs,106,58,None,No,Intersection
Sikkim,2020,July,Tuesday,16:20,Minor,5,Pedestrian,15,5,Clear,National Highway,Wet,Daylight,Police Checkpost,111,41,Expired,No,Curve
West Bengal,2022,August,Wednesday,11:06,Serious,3,Auto-Rickshaw,12,2,Rainy,Urban Road,Damaged,Daylight,Police Checkpost,80,42,None,No,Straight Road
Uttar Pradesh,2020,November,Wednesday,18:31,Serious,4,Auto-Rickshaw,11,0,Rainy,State Highway,Dry,Daylight,Police Checkpost,77,59,Expired,Yes,Intersection
Sikkim,2021,November,Tuesday,21:38,Fatal,2,Auto-Rickshaw,7,3,Clear,National Highway,Dry,Dark,None,50,45,Valid,Yes,Straight Road
West Bengal,2023,April,Sunday,13:02,Minor,1,Bus,8,3,Rainy,Village Road,Damaged,Dusk,Signals,79,54,Expired,No,Intersection
Nagaland,2023,October,Tuesday,13:25,Fatal,4,Auto-Rickshaw,12,5,Clear,Urban Road,Dry,Dark,Police Checkpost,106,50,Expired,Yes,Straight Road
Haryana,2018,December,Friday,06:06,Minor,5,Two-Wheeler,14,4,Clear,Village Road,Under Construction,Daylight,Police Checkpost,80,59,None,No,Intersection
Jharkhand,2020,March,Friday,23:11,Fatal,3,Auto-Rickshaw,6,3,Rainy,State Highway,Wet,Dawn,Signals,48,61,None,Yes,Straight Road
Bihar,2023,January,Sunday,06:01,Minor,4,Bus,16,3,Rainy,Village Road,Dry,Dusk,Signals,107,39,Valid,No,Bridge
Telangana,2021,September,Sunday,03:21,Minor,5,Cycle,10,2,Rainy,Urban Road,Wet,Dawn,Police Checkpost,49,44,Expired,No,Bridge
Tripura,2020,January,Tuesday,22:38,Serious,5,Car,15,2,Stormy,Village Road,Under Construction,Dawn,None,114,10,Expired,Yes,Bridge
Nagaland,2020,June,Saturday,03:47,Serious,1,Truck,5,3,Clear,Urban Road,Dry,Dawn,Signals,37,28,Valid,No,Bridge
Andhra Pradesh,2021,April,Tuesday,05:52,Minor,3,Two-Wheeler,10,0,Clear,State Highway,Damaged,Dawn,Signs,60,31,None,No,Straight Road
Tamil Nadu,2023,August,Sunday,02:37,Minor,5,Car,13,0,Foggy,Urban Road,Dry,Dawn,Signals,64,53,Expired,No,Bridge
Puducherry,2021,January,Friday,06:46,Fatal,4,Auto-Rickshaw,8,3,Clear,State Highway,Damaged,Dawn,None,60,56,None,Yes,Intersection
Gujarat,2019,February,Monday,03:02,Fatal,5,Auto-Rickshaw,8,0,Clear,National Highway,Under Construction,Dusk,Signals,40,49,Valid,Yes,Intersection
Karnataka,2018,July,Monday,04:02,Minor,1,Pedestrian,8,0,Clear,Urban Road,Dry,Dusk,None,83,50,Expired,No,Bridge
Puducherry,2018,June,Thursday,03:10,Fatal,5,Auto-Rickshaw,13,0,Clear,Urban Road,Damaged,Daylight,Signals,75,33,Valid,Yes,Curve
Punjab,2023,August,Thursday,21:22,Minor,4,Truck,14,2,Clear,State Highway,Damaged,Daylight,Police Checkpost,106,31,None,No,Bridge
Rajasthan,2022,November,Friday,12:52,Minor,3,Car,6,0,Clear,Urban Road,Dry,Dusk,Signs,34,36,Valid,No,Intersection
Andhra Pradesh,2021,June,Saturday,05:00,Serious,1,Auto-Rickshaw,7,2,Stormy,Urban Road,Under Construction,Dusk,None,56,39,Valid,No,Bridge
Chhattisgarh,2020,September,Tuesday,18:34,Serious,1,Cycle,8,3,Rainy,State Highway,Under Construction,Daylight,Signals,94,42,Expired,Yes,Straight Road
Maharashtra,2022,March,Friday,19:43,Minor,1,Cycle,5,5,Clear,State Highway,Damaged,Daylight,Signals,49,37,Valid,No,Bridge
Uttarakhand,2020,June,Wednesday,04:56,Minor,3,Car,8,4,Stormy,Village Road,Damaged,Daylight,Signs,49,51,Valid,No,Curve
Maharashtra,2019,December,Thursday,09:14,Minor,2,Auto-Rickshaw,9,2,Clear,National Highway,Damaged,Dark,None,87,49,Valid,No,Bridge
Assam,2020,January,Saturday,18:33,Minor,4,Cycle,13,1,Clear,State Highway,Wet,Dark,Police Checkpost,106,37,Valid,No,Curve
Karnataka,2018,April,Sunday,01:05,Minor,3,Pedestrian,10,3,Clear,National Highway,Under Construction,Dusk,Signs,83,28,None,No,Intersection
Goa,2022,April,Friday,23:30,Minor,1,Bus,5,0,Rainy,Village Road,Wet,Dusk,Signs,56,21,Expired,No,Intersection
Maharashtra,2020,November,Wednesday,13:23,Fatal,2,Two-Wheeler,8,3,Foggy,Urban Road,Damaged,Dawn,Police Checkpost,80,32,None,Yes,Bridge
Assam,2022,September,Monday,06:01,Minor,2,Cycle,8,1,Clear,State Highway,Dry,Dark,Signals,102,30,Expired,No,Bridge
Haryana,2022,September,Friday,21:24,Minor,3,Car,10,3,Clear,Village Road,Under Construction,Dusk,Police Checkpost,79,30,Expired,No,Bridge
Mizoram,2018,March,Wednesday,08:34,Serious,4,Truck,14,2,Rainy,Urban Road,Dry,Dark,None,119,48,Expired,Yes,Bridge
Madhya Pradesh,2022,July,Sunday,14:16,Fatal,3,Bus,10,1,Clear,Village Road,Wet,Dawn,Signals,77,39,Valid,Yes,Intersection
Goa,2021,December,Friday,23:26,Fatal,2,Auto-Rickshaw,12,4,Rainy,Village Road,Damaged,Daylight,Signs,120,47,None,Yes,Curve
West Bengal,2022,February,Friday,04:43,Minor,1,Pedestrian,5,4,Clear,Village Road,Damaged,Dark,None,57,28,None,No,Curve
Uttarakhand,2022,December,Friday,16:11,Fatal,5,Truck,10,4,Stormy,Urban Road,Damaged,Dusk,None,67,50,Valid,Yes,Straight Road
Punjab,2021,June,Wednesday,00:34,Minor,4,Cycle,15,4,Clear,Urban Road,Wet,Daylight,Signs,116,46,Valid,No,Curve
Sikkim,2018,March,Monday,02:51,Fatal,1,Auto-Rickshaw,9,5,Clear,State Highway,Dry,Dawn,Police Checkpost,100,55,Valid,Yes,Intersection
Madhya Pradesh,2023,November,Saturday,21:48,Serious,4,Pedestrian,11,3,Clear,Urban Road,Damaged,Daylight,None,82,49,Valid,Yes,Intersection
Haryana,2019,September,Thursday,17:16,Minor,1,Pedestrian,6,5,Clear,Village Road,Wet,Dusk,Police Checkpost,53,51,Expired,No,Bridge
West Bengal,2023,March,Wednesday,07:22,Minor,2,Truck,13,4,Stormy,State Highway,Under Construction,Dark,Police Checkpost,115,57,None,No,Straight Road
Delhi,2021,April,Wednesday,01:16,Fatal,4,Two-Wheeler,12,4,Clear,National Highway,Under Construction,Dawn,None,119,41,Expired,Yes,Curve
Himachal Pradesh,2019,November,Wednesday,02:55,Fatal,5,Pedestrian,14,1,Clear,National Highway,Dry,Dusk,None,100,50,None,Yes,Straight Road
Mizoram,2021,January,Wednesday,09:06,Minor,2,Auto-Rickshaw,9,1,Foggy,Village Road,Dry,Daylight,Police Checkpost,87,20,None,No,Straight Road
Uttarakhand,2018,September,Saturday,04:00,Minor,1,Pedestrian,9,3,Clear,State Highway,Damaged,Dawn,Signs,70,46,Expired,No,Intersection
Uttarakhand,2018,July,Saturday,15:56,Minor,2,Two-Wheeler,6,5,Clear,National Highway,Under Construction,Daylight,Signals,45,19,Expired,No,Intersection
Odisha,2018,August,Thursday,12:17,Fatal,3,Bus,13,3,Clear,Village Road,Damaged,Daylight,Signs,107,45,None,Yes,Intersection
Punjab,2022,September,Thursday,04:24,Fatal,3,Truck,14,1,Clear,Village Road,Wet,Dusk,Signs,105,50,Expired,Yes,Bridge
Tamil Nadu,2023,December,Sunday,20:25,Serious,2,Car,9,0,Rainy,Village Road,Damaged,Dawn,Signals,82,49,Valid,No,Straight Road
Manipur,2019,August,Friday,15:47,Minor,1,Car,7,3,Rainy,Urban Road,Under Construction,Dusk,Signs,57,54,Expired,No,Bridge
Andhra Pradesh,2023,February,Saturday,16:12,Serious,2,Two-Wheeler,6,4,Clear,Village Road,Dry,Dusk,Signs,39,82,None,No,Straight Road
Manipur,2019,February,Saturday,10:26,Fatal,1,Auto-Rickshaw,4,0,Rainy,Village Road,Under Construction,Dark,Signs,37,34,Valid,Yes,Straight Road
Goa,2018,March,Sunday,11:58,Serious,2,Bus,6,0,Clear,National Highway,Wet,Dark,None,63,45,Valid,No,Intersection
Telangana,2021,August,Saturday,09:33,Fatal,2,Pedestrian,10,3,Clear,State Highway,Under Construction,Dusk,Signals,84,42,Valid,Yes,Intersection
Tamil Nadu,2022,June,Saturday,19:22,Minor,4,Pedestrian,16,0,Foggy,State Highway,Dry,Daylight,Signs,119,48,Expired,No,Intersection
Haryana,2019,February,Tuesday,19:59,Serious,3,Bus,12,2,Clear,National Highway,Dry,Dark,Signs,96,39,Valid,No,Bridge
Gujarat,2021,March,Sunday,02:11,Fatal,5,Auto-Rickshaw,15,0,Clear,Urban Road,Damaged,Dark,Signals,99,68,None,Yes,Intersection
Chhattisgarh,2021,July,Sunday,02:53,Serious,2,Auto-Rickshaw,11,5,Clear,Urban Road,Dry,Dawn,Police Checkpost,108,49,Expired,Yes,Bridge
Delhi,2018,April,Wednesday,06:02,Fatal,3,Cycle,9,0,Clear,Village Road,Wet,Daylight,Signs,61,44,Expired,Yes,Straight Road
Puducherry,2023,March,Wednesday,15:21,Minor,1,Truck,5,1,Clear,Urban Road,Wet,Daylight,Signs,54,23,Expired,No,Intersection
Uttarakhand,2022,October,Friday,15:25,Serious,5,Car,12,0,Clear,Urban Road,Dry,Dusk,Signs,70,54,None,No,Curve
Assam,2021,June,Tuesday,08:07,Minor,4,Two-Wheeler,12,3,Clear,National Highway,Wet,Dusk,Signals,87,46,Valid,No,Curve
Nagaland,2022,December,Thursday,01:48,Serious,5,Truck,11,3,Clear,Village Road,Under Construction,Dawn,Signals,58,18,Valid,Yes,Curve
Sikkim,2020,February,Monday,21:06,Minor,5,Car,12,4,Rainy,Village Road,Wet,Dark,None,70,31,Expired,No,Curve
Delhi,2019,September,Tuesday,17:14,Minor,3,Truck,6,5,Rainy,Urban Road,Dry,Dusk,Police Checkpost,50,54,Valid,No,Straight Road
Assam,2020,December,Sunday,08:21,Minor,5,Pedestrian,10,1,Clear,National Highway,Under Construction,Dusk,Signs,51,58,Valid,No,Intersection
Gujarat,2018,January,Tuesday,04:07,Fatal,2,Car,6,3,Clear,State Highway,Under Construction,Dark,Police Checkpost,40,53,None,Yes,Straight Road
Nagaland,2019,August,Wednesday,01:10,Serious,2,Auto-Rickshaw,6,2,Clear,National Highway,Dry,Dusk,Police Checkpost,32,35,None,No,Intersection
Goa,2021,January,Friday,00:32,Fatal,2,Auto-Rickshaw,11,1,Foggy,State Highway,Dry,Daylight,Signals,107,34,None,Yes,Intersection
West Bengal,2019,December,Friday,23:13,Minor,4,Two-Wheeler,6,2,Clear,Village Road,Dry,Dawn,None,33,55,None,No,Curve
Karnataka,2022,October,Monday,03:13,Serious,3,Cycle,9,1,Rainy,National Highway,Damaged,Dusk,Signals,58,55,Valid,Yes,Bridge
Chandigarh,2023,March,Saturday,08:19,Fatal,4,Auto-Rickshaw,9,0,Clear,National Highway,Under Construction,Dusk,Police Checkpost,56,38,Expired,Yes,Straight Road
Mizoram,2018,November,Wednesday,04:55,Minor,1,Truck,11,3,Clear,Urban Road,Damaged,Daylight,None,116,48,Expired,No,Bridge
Sikkim,2020,August,Friday,23:43,Serious,1,Pedestrian,6,4,Rainy,Village Road,Damaged,Dark,Signs,64,41,None,No,Bridge
Madhya Pradesh,2018,July,Monday,23:44,Serious,5,Pedestrian,8,1,Rainy,State Highway,Damaged,Dark,Signals,51,56,None,Yes,Curve
Karnataka,2020,March,Tuesday,02:36,Minor,4,Truck,9,4,Rainy,Village Road,Damaged,Daylight,Signs,48,59,None,No,Straight Road
Rajasthan,2019,July,Saturday,11:14,Minor,1,Car,7,1,Clear,National Highway,Wet,Dark,Police Checkpost,71,41,Expired,No,Straight Road
Puducherry,2022,December,Friday,11:09,Serious,5,Pedestrian,10,2,Clear,National Highway,Wet,Dawn,None,43,34,None,No,Bridge
Uttar Pradesh,2018,April,Thursday,23:33,Minor,2,Pedestrian,8,2,Rainy,National Highway,Wet,Dark,Signs,79,49,Valid,No,Straight Road
Sikkim,2022,July,Wednesday,22:20,Minor,4,Bus,7,0,Clear,State Highway,Wet,Dawn,Police Checkpost,37,46,Valid,No,Curve
Rajasthan,2022,November,Sunday,00:51,Fatal,4,Pedestrian,14,2,Clear,Village Road,Under Construction,Dusk,Police Checkpost,115,28,Expired,Yes,Straight Road
Karnataka,2023,December,Saturday,15:23,Minor,4,Pedestrian,10,1,Foggy,Urban Road,Damaged,Daylight,Police Checkpost,69,20,Expired,No,Bridge
Kerala,2023,January,Tuesday,12:26,Minor,1,Auto-Rickshaw,9,1,Clear,Urban Road,Dry,Dusk,Signs,104,30,None,No,Bridge
Uttarakhand,2019,February,Friday,08:08,Fatal,4,Auto-Rickshaw,13,1,Rainy,National Highway,Damaged,Daylight,Police Checkpost,104,47,Expired,Yes,Straight Road
Rajasthan,2020,December,Wednesday,21:46,Fatal,5,Truck,9,0,Rainy,Village Road,Wet,Dusk,Police Checkpost,33,37,Valid,Yes,Curve
Gujarat,2022,November,Friday,19:57,Serious,3,Two-Wheeler,11,3,Clear,State Highway,Under Construction,Dusk,Police Checkpost,107,42,Expired,Yes,Straight Road
Jammu and Kashmir,2021,April,Wednesday,02:34,Fatal,2,Pedestrian,10,2,Clear,State Highway,Under Construction,Dawn,Signs,88,45,Valid,Yes,Curve
Jammu and Kashmir,2019,October,Wednesday,06:29,Fatal,1,Pedestrian,6,3,Clear,Village Road,Wet,Dusk,Signals,65,47,Valid,Yes,Straight Road
Himachal Pradesh,2018,April,Friday,01:25,Serious,2,Car,3,2,Rainy,National Highway,Dry,Dusk,Police Checkpost,30,46,Expired,No,Intersection
Tripura,2018,June,Friday,20:28,Minor,5,Car,13,5,Clear,Village Road,Damaged,Dawn,Signs,105,41,Expired,No,Intersection
Jammu and Kashmir,2021,April,Thursday,04:55,Serious,1,Two-Wheeler,9,0,Clear,Urban Road,Dry,Daylight,Signs,85,39,Valid,Yes,Bridge
Goa,2023,February,Saturday,15:38,Minor,1,Pedestrian,6,4,Clear,Urban Road,Damaged,Dark,Signals,59,26,Expired,No,Intersection
